,Total Household Income
7441,110995
7442,403494
7443,253679
7444,283045
7445,153167
7446,67715
7447,126143
7448,146665
7449,121119
7450,175675
7451,183595
7452,113155
7453,88320
7454,216101
7455,135845
7456,150030
7457,170860
7458,116551
7459,106769
7460,148604
7461,88899
7462,161070
7463,48724
7464,79638
7465,84292
7466,137654
7467,117331
7468,95072
7469,121134
7470,89662
7471,171013
7472,106016
7473,179587
7474,230035
7475,265863
7476,153620
7477,147998
7478,188685
7479,199099
7480,84860
7481,290220
7482,104145
7483,335579
7484,208900
7485,122484
7486,146510
7487,141389
7488,130147
7489,234203
7490,54417
7491,377877
7492,185544
7493,318499
7494,108844
7495,120335
7496,137636
7497,84061
7498,139414
7499,141235
7500,106788
7501,99433
7502,98406
7503,92765
7504,102835
7505,130320
7506,92404
7507,109750
7508,89302
7509,51993
7510,81467
7511,137160
7512,126490
7513,75347
7514,89253
7515,150500
7516,174926
7517,133858
7518,61020
7519,129207
7520,95879
7521,213775
7522,122478
7523,82018
7524,141063
7525,722506
7526,308690
7527,149605
7528,78713
7529,228445
7530,1401675
7531,100385
7532,100597
7533,105741
7534,87908
7535,153076
7536,157909
7537,129265
7538,141981
7539,166725
7540,197319
7541,190620
7542,103778
7543,51074
7544,264032
7545,384387
7546,165200
7547,58060
7548,172990
7549,118609
7550,226658
7551,164909
7552,291363
7553,164824
7554,87461
7555,218298
7556,121342
7557,180217
7558,133467
7559,128942
7560,151039
7561,64808
7562,107669
7563,47743
7564,356765
7565,175965
7566,59470
7567,74344
7568,141368
7569,851190
7570,204002
7571,76523
7572,116773
7573,142428
7574,400827
7575,136335
7576,94578
7577,108330
7578,794084
7579,215753
7580,162005
7581,71254
7582,78839
7583,150785
7584,176570
7585,147063
7586,239600
7587,311730
7588,50995
7589,141315
7590,268046
7591,198300
7592,274878
7593,135330
7594,592300
7595,326200
7596,205509
7597,119801
7598,126035
7599,246279
7600,46979
7601,1155956
7602,408105
7603,1673400
7604,551138
7605,653690
7606,302727
7607,426486
7608,229760
7609,208377
7610,565800
7611,595970
7612,781784
7613,308494
7614,321995
7615,91238
7616,302596
7617,112328
7618,270643
7619,130460
7620,423600
7621,561396
7622,382838
7623,456389
7624,148707
7625,268597
7626,143245
7627,168440
7628,198704
7629,192290
7630,124373
7631,371200
7632,225340
7633,538298
7634,173658
7635,136856
7636,123130
7637,287524
7638,75382
7639,261420
7640,188067
7641,128372
7642,219837
7643,506000
7644,219692
7645,123302
7646,165420
7647,154445
7648,183730
7649,205357
7650,417764
7651,123644
7652,173888
7653,364900
7654,253260
7655,365912
7656,130263
7657,133050
7658,128377
7659,128660
7660,215926
7661,167840
7662,80083
7663,106460
7664,240247
7665,186755
7666,227709
7667,156146
7668,103434
7669,97729
7670,69660
7671,127515
7672,105648
7673,95727
7674,144473
7675,64155
7676,186200
7677,93315
7678,65560
7679,141810
7680,107966
7681,81895
7682,61252
7683,75741
7684,26418
7685,148451
7686,117422
7687,83994
7688,94544
7689,142451
7690,132952
7691,814350
7692,578834
7693,359564
7694,952774
7695,751466
7696,315310
7697,287261
7698,743797
7699,80376
7700,187163
7701,143014
7702,133890
7703,86907
7704,135007
7705,809472
7706,327833
7707,163153
7708,351410
7709,123337
7710,87980
7711,138905
7712,106333
7713,125186
7714,186832
7715,243823
7716,147095
7717,554300
7718,457714
7719,181594
7720,152492
7721,541444
7722,193840
7723,139400
7724,33875
7725,77698
7726,60847
7727,482291
7728,210420
7729,429245
7730,88385
7731,130890
7732,82137
7733,83685
7734,73960
7735,85563
7736,68553
7737,108106
7738,200866
7739,191535
7740,166138
7741,563334
7742,75300
7743,75342
7744,43068
7745,197696
7746,137337
7747,105369
7748,198990
7749,120415
7750,597281
7751,175070
7752,413772
7753,201695
7754,605646
7755,111027
7756,70219
7757,146915
7758,76559
7759,75604
7760,60466
7761,48695
7762,97233
7763,159764
7764,244124
7765,81187
7766,78902
7767,104615
7768,87155
7769,234422
7770,51494
7771,132520
7772,40778
7773,136723
7774,103199
7775,141106
7776,346577
7777,194031
7778,145920
7779,135231
7780,125863
7781,147712
7782,304323
7783,148140
7784,331854
7785,239690
7786,80306
7787,207330
7788,234637
7789,156335
7790,304859
7791,79235
7792,276380
7793,143164
7794,71829
7795,108327
7796,118495
7797,253960
7798,191355
7799,71032
7800,110001
7801,125635
7802,86214
7803,124873
7804,71376
7805,164605
7806,198190
7807,120997
7808,120325
7809,95067
7810,58986
7811,100952
7812,46396
7813,52787
7814,86164
7815,77817
7816,104530
7817,267071
7818,927373
7819,112317
7820,99564
7821,84293
7822,217045
7823,89362
7824,25377
7825,93598
7826,90793
7827,102329
7828,103116
7829,123809
7830,52799
7831,430522
7832,1027386
7833,330017
7834,78565
7835,203049
7836,100551
7837,50584
7838,432281
7839,1026111
7840,362857
7841,289585
7842,224329
7843,350097
7844,77393
7845,206389
7846,263025
7847,158197
7848,238114
7849,71625
7850,128600
7851,106666
7852,98205
7853,155127
7854,94512
7855,166659
7856,330116
7857,338558
7858,115677
7859,237776
7860,311160
7861,209490
7862,173710
7863,264513
7864,228381
7865,372660
7866,139202
7867,220472
7868,130585
7869,77397
7870,171763
7871,434647
7872,313756
7873,120210
7874,797004
7875,436633
7876,648488
7877,252012
7878,657657
7879,109410
7880,185615
7881,103015
7882,157515
7883,172410
7884,84852
7885,183540
7886,132313
7887,107640
7888,150953
7889,176850
7890,76785
7891,198420
7892,302810
7893,124430
7894,147630
7895,119000
7896,151075
7897,137281
7898,198245
7899,141615
7900,111799
7901,117545
7902,170125
7903,169781
7904,193526
7905,109308
7906,108914
7907,201610
7908,214915
7909,123326
7910,111635
7911,339944
7912,87675
7913,323497
7914,164130
7915,203430
7916,185390
7917,234520
7918,128060
7919,235978
7920,665320
7921,196718
7922,85868
7923,121474
7924,96510
7925,206450
7926,159390
7927,97368
7928,163670
7929,123093
7930,534868
7931,115058
7932,210191
7933,119339
7934,171075
7935,132504
7936,137948
7937,95080
7938,279091
7939,124367
7940,135990
7941,338433
7942,166124
7943,121212
7944,146910
7945,250726
7946,142088
7947,204987
7948,91485
7949,74644
7950,187914
7951,58965
7952,350316
7953,251746
7954,410214
7955,124625
7956,74830
7957,326133
7958,151241
7959,556731
7960,191311
7961,184163
7962,64656
7963,258471
7964,125461
7965,136083
7966,458401
7967,298381
7968,323493
7969,217471
7970,286154
7971,110110
7972,434729
7973,147808
7974,150307
7975,192886
7976,438296
7977,108191
7978,156241
7979,158509
7980,103757
7981,329434
7982,231990
7983,105232
7984,232600
7985,135420
7986,195241
7987,136207
7988,160590
7989,171581
7990,130648
7991,201414
7992,213258
7993,180257
7994,124015
7995,174452
7996,116932
7997,111925
7998,154245
7999,159767
8000,174384
8001,154521
8002,103328
8003,444228
8004,235946
8005,103175
8006,131799
8007,94564
8008,133570
8009,174768
8010,120726
8011,140418
8012,101702
8013,118825
8014,440257
8015,95062
8016,78380
8017,99192
8018,107799
8019,110781
8020,74780
8021,196047
8022,237995
8023,232478
8024,167287
8025,157356
8026,156336
8027,273537
8028,117068
8029,72370
8030,98879
8031,77670
8032,138182
8033,114946
8034,92228
8035,269199
8036,101521
8037,179207
8038,164990
8039,178488
8040,170618
8041,117818
8042,140670
8043,131400
8044,203527
8045,644575
8046,137501
8047,737054
8048,167210
8049,239037
8050,297377
8051,568694
8052,129100
8053,825635
8054,257392
8055,127057
8056,178228
8057,119705
8058,161568
8059,90700
8060,122586
8061,146830
8062,146913
8063,104786
8064,144969
8065,163998
8066,175995
8067,81435
8068,221039
8069,216165
8070,159335
8071,165078
8072,374621
8073,271670
8074,1273183
8075,410355
8076,207060
8077,568798
8078,212198
8079,1159371
8080,70971
8081,175828
8082,233815
8083,241393
8084,178638
8085,65801
8086,106295
8087,452258
8088,166039
8089,124319
8090,57873
8091,596955
8092,203558
8093,329586
8094,265662
8095,182113
8096,192250
8097,467520
8098,109265
8099,295496
8100,244410
8101,164050
8102,180929
8103,169638
8104,146404
8105,245346
8106,256754
8107,248590
8108,126359
8109,758626
8110,156879
8111,148501
8112,161069
8113,311201
8114,188349
8115,80510
8116,151380
8117,255930
8118,215905
8119,162376
8120,152915
8121,164775
8122,426637
8123,216380
8124,181505
8125,195623
8126,260129
8127,418936
8128,205555
8129,408693
8130,378384
8131,126404
8132,184124
8133,759809
8134,219758
8135,194240
8136,260920
8137,199152
8138,210618
8139,271160
8140,253760
8141,565140
8142,1094945
8143,170607
8144,179584
8145,179684
8146,146058
8147,110635
8148,293414
8149,143277
8150,117983
8151,734380
8152,495628
8153,335918
8154,311425
8155,558442
8156,217825
8157,241368
8158,845762
8159,381563
8160,638360
8161,205693
8162,124819
8163,90489
8164,155525
8165,95793
8166,131708
8167,117296
8168,106797
8169,239853
8170,288979
8171,109812
8172,218335
8173,149427
8174,275136
8175,198010
8176,301135
8177,196540
8178,197028
8179,181355
8180,113247
8181,158544
8182,205346
8183,136367
8184,195564
8185,144483
8186,134838
8187,120875
8188,169526
8189,237965
8190,103786
8191,180039
8192,512488
8193,176889
8194,192459
8195,109332
8196,98035
8197,109561
8198,60080
8199,127697
8200,159510
8201,127266
8202,81520
8203,111711
8204,112886
8205,127798
8206,107455
8207,115435
8208,128175
8209,85095
8210,68685
8211,105045
8212,116063
8213,154059
8214,124466
8215,73680
8216,137041
8217,77640
8218,100830
8219,105370
8220,89234
8221,111552
8222,34497
8223,22968
8224,78614
8225,120825
8226,204132
8227,111301
8228,121310
8229,27433
8230,233555
8231,206177
8232,87682
8233,32728
8234,108657
8235,115952
8236,520296
8237,148316
8238,286546
8239,114341
8240,117938
8241,220310
8242,176709
8243,92048
8244,133834
8245,138543
8246,135134
8247,135907
8248,99992
8249,108292
8250,147405
8251,121752
8252,62818
8253,291904
8254,925480
8255,70997
8256,1899279
8257,94124
8258,276130
8259,94677
8260,149427
8261,192967
8262,172213
8263,140130
8264,137792
8265,140254
8266,1025409
8267,90080
8268,73448
8269,112676
8270,252282
8271,113597
8272,1035770
8273,448570
8274,261782
8275,161735
8276,87996
8277,772452
8278,299927
8279,510545
8280,141755
8281,506188
8282,390727
8283,105409
8284,402500
8285,47109
8286,99005
8287,143807
8288,89508
8289,228326
8290,140013
8291,175091
8292,336578
8293,43192
8294,177528
8295,78355
8296,150090
8297,28213
8298,46653
8299,96323
8300,135753
8301,90993
8302,276514
8303,42491
8304,193344
8305,110026
8306,57053
8307,157403
8308,126578
8309,105286
8310,138614
8311,105420
8312,68864
8313,210918
8314,76757
8315,205477
8316,131706
8317,47341
8318,177931
8319,420956
8320,74306
8321,211458
8322,485328
8323,94185
8324,529675
8325,161003
8326,54210
8327,92834
8328,84945
8329,664844
8330,152707
8331,217802
8332,53334
8333,82949
8334,146325
8335,333552
8336,252900
8337,88033
8338,139681
8339,174510
8340,144118
8341,584534
8342,99725
8343,154355
8344,127353
8345,80337
8346,482848
8347,418887
8348,282225
8349,234265
8350,166931
8351,183006
8352,347088
8353,213645
8354,137300
8355,350098
8356,246121
8357,116173
8358,277285
8359,148065
8360,193026
8361,223950
8362,388780
8363,116196
8364,183640
8365,315643
8366,248339
8367,141490
8368,325977
8369,732605
8370,84461
8371,379909
8372,261202
8373,248738
8374,792915
8375,67571
8376,265679
8377,266205
8378,391600
8379,230162
8380,257332
8381,275174
8382,264297
8383,356404
8384,314314
8385,129188
8386,400860
8387,210072
8388,380369
8389,209120
8390,202900
8391,177564
8392,98300
8393,150952
8394,118343
8395,347946
8396,156840
8397,131630
8398,151949
8399,196870
8400,199615
8401,255289
8402,151200
8403,168300
8404,114480
8405,278714
8406,129000
8407,380370
8408,1350160
8409,242932
8410,296562
8411,428194
8412,379953
8413,248820
8414,147497
8415,463302
8416,437818
8417,253472
8418,132580
8419,221850
8420,180878
8421,90370
8422,617189
8423,404075
8424,1120880
8425,775400
8426,281970
8427,190150
8428,316594
8429,408400
8430,348160
8431,326901
8432,534556
8433,470410
8434,168083
8435,116764
8436,173894
8437,260341
8438,289686
8439,323380
8440,1080073
8441,147200
8442,219482
8443,542050
8444,360183
8445,610868
8446,320897
8447,955811
8448,604051
8449,320418
8450,348650
8451,1008500
8452,163791
8453,682000
8454,229124
8455,286800
8456,507786
8457,213313
8458,112165
8459,241435
8460,609608
8461,453342
8462,481988
8463,594286
8464,476280
8465,514560
8466,516600
8467,538800
8468,294200
8469,552076
8470,402000
8471,265200
8472,327700
8473,189000
8474,755036
8475,590480
8476,309001
8477,825000
8478,695150
8479,314940
8480,769634
8481,426300
8482,215561
8483,239321
8484,160571
8485,283948
8486,240000
8487,419814
8488,360120
8489,316800
8490,308588
8491,404402
8492,208529
8493,763000
8494,726500
8495,199000
8496,673000
8497,317655
8498,625000
8499,986948
8500,198513
8501,288063
8502,1820000
8503,403454
8504,1325000
8505,724129
8506,446653
8507,1115250
8508,200875
8509,426633
8510,1061414
8511,145123
8512,219990
8513,483866
8514,220702
8515,408302
8516,414910
8517,347535
8518,349945
8519,103002
8520,159800
8521,252630
8522,203193
8523,439754
8524,301499
8525,118860
8526,218141
8527,340613
8528,568168
8529,59096
8530,150990
8531,404085
8532,504732
8533,332687
8534,343486
8535,133896
8536,131305
8537,209516
8538,211332
8539,201600
8540,214250
8541,123302
8542,63880
8543,294103
8544,326120
8545,236850
8546,231460
8547,226042
8548,434304
8549,169238
8550,741170
8551,193972
8552,238351
8553,157288
8554,349354
8555,142640
8556,343850
8557,959163
8558,92542
8559,220475
8560,134500
8561,112538
8562,149780
8563,166930
8564,295672
8565,213638
8566,140085
8567,592704
8568,260833
8569,396078
8570,426474
8571,215682
8572,455937
8573,345922
8574,330558
8575,374310
8576,378175
8577,407844
8578,277274
8579,241016
8580,305308
8581,528546
8582,317682
8583,184748
8584,670403
8585,177580
8586,234060
8587,319064
8588,287307
8589,1451482
8590,732398
8591,595309
8592,405852
8593,394258
8594,488411
8595,216167
8596,1439139
8597,249902
8598,183308
8599,59816
8600,207034
8601,171100
8602,430036
8603,299354
8604,453253
8605,185888
8606,138600
8607,308994
8608,232908
8609,118690
8610,337030
8611,700310
8612,234620
8613,503260
8614,816875
8615,141411
8616,443910
8617,85215
8618,801000
8619,201080
8620,185382
8621,122720
8622,340068
8623,131329
8624,491980
8625,744230
8626,808012
8627,368105
8628,302063
8629,126558
8630,707626
8631,350885
8632,259621
8633,353131
8634,997748
8635,717971
8636,77508
8637,291834
8638,134081
8639,308948
8640,114939
8641,304152
8642,279872
8643,81640
8644,169370
8645,37112
8646,154000
8647,357703
8648,763804
8649,498694
8650,201571
8651,255030
8652,269100
8653,389614
8654,721552
8655,457511
8656,698236
8657,195630
8658,473614
8659,572010
8660,340330
8661,89744
8662,179267
8663,882757
8664,432108
8665,429476
8666,1579950
8667,151880
8668,301552
8669,65082
8670,410386
8671,234330
8672,402262
8673,679000
8674,112004
8675,247600
8676,359555
8677,260776
8678,90600
8679,243180
8680,231316
8681,173809
8682,307087
8683,70593
8684,176863
8685,1156934
8686,230933
8687,244488
8688,280960
8689,121200
8690,57420
8691,465124
8692,149200
8693,989248
8694,205304
8695,166933
8696,293818
8697,210000
8698,506000
8699,70838
8700,1461952
8701,166910
8702,311660
8703,96078
8704,216036
8705,127950
8706,281653
8707,144110
8708,257461
8709,301700
8710,195036
8711,95239
8712,267027
8713,187955
8714,330850
8715,174049
8716,486646
8717,287064
8718,152705
8719,465792
8720,396598
8721,267352
8722,469517
8723,449634
8724,692026
8725,229857
8726,237467
8727,308186
8728,313902
8729,236201
8730,704040
8731,581212
8732,289200
8733,1110083
8734,152400
8735,149468
8736,165480
8737,345996
8738,483546
8739,341758
8740,254530
8741,186532
8742,415097
8743,195420
8744,181856
8745,313118
8746,152440
8747,269336
8748,343656
8749,237490
8750,118850
8751,345200
8752,173754
8753,222277
8754,204592
8755,1109454
8756,128345
8757,344188
8758,468880
8759,138250
8760,172992
8761,233232
8762,84150
8763,329777
8764,163500
8765,249400
8766,128680
8767,241928
8768,198650
8769,87480
8770,106130
8771,152134
8772,783450
8773,305326
8774,183152
8775,250482
8776,140920
8777,686860
8778,636692
8779,214511
8780,106730
8781,404090
8782,531719
8783,294300
8784,221230
8785,117140
8786,490496
8787,214445
8788,337277
8789,204230
8790,151320
8791,263665
8792,200497
8793,227690
8794,394530
8795,106470
8796,277848
8797,616518
8798,482300
8799,231780
8800,529400
8801,182913
8802,207949
8803,218913
8804,348438
8805,623070
8806,232360
8807,523479
8808,330498
8809,220912
8810,220611
8811,226631
8812,250217
8813,310690
8814,281734
8815,131012
8816,315611
8817,468240
8818,188896
8819,300419
8820,275800
8821,109516
8822,201324
8823,551865
8824,315212
8825,619070
8826,325099
8827,395084
8828,460240
8829,693362
8830,717255
8831,201550
8832,628050
8833,492615
8834,678461
8835,780443
8836,678860
8837,394460
8838,588742
8839,806496
8840,136524
8841,669840
8842,336044
8843,305000
8844,276130
8845,233630
8846,242000
8847,436623
8848,404902
8849,363078
8850,448049
8851,147797
8852,112386
8853,424390
8854,156873
8855,184334
8856,516810
8857,396712
8858,29488
8859,198240
8860,349381
8861,439056
8862,321240
8863,445580
8864,291081
8865,311353
8866,146885
8867,233294
8868,369062
8869,145171
8870,149726
8871,152560
8872,215549
8873,298790
8874,986050
8875,204325
8876,181014
8877,450940
8878,148558
8879,258795
8880,184760
8881,193685
8882,274680
8883,127440
8884,131660
8885,131976
8886,200224
8887,363188
8888,397872
8889,213152
8890,338810
8891,250759
8892,105600
8893,138880
8894,212245
8895,479242
8896,309692
8897,182648
8898,76103
8899,780000
8900,186690
8901,230410
8902,310080
8903,174940
8904,244009
8905,512772
8906,315366
8907,366882
